student_id,gender,age,study_hours_per_day,attendance_pct,sleep_hours,extra_curricular,internet_access,parent_education,math_score,science_score,english_score,history_score,cs_score,avg_score,grade,pass_fail,score_band
STU0413,Female,16,1.9,81.0,7.5,No,Yes,Bachelor,31.7,43.0,26.1,42.9,23.1,33.36,F,Fail,Below 40
STU0414,Male,19,7.6,96.9,9.6,No,Yes,Bachelor,60.8,49.6,59.2,61.4,68.9,59.98,C,Pass,55–70
STU0415,Female,18,5.7,76.9,6.2,No,Yes,Bachelor,40.4,38.9,45.3,47.7,40.9,42.64,D,Pass,40–55
STU0416,Female,18,3.5,81.3,8.1,Yes,Yes,Master,47.8,47.7,40.1,38.3,25.0,39.78,F,Fail,Below 40
STU0417,Female,15,8.1,85.3,7.1,No,Yes,High School,48.6,52.6,58.6,52.8,57.1,53.94,D,Pass,40–55
STU0418,Female,17,5.2,80.2,7.3,No,Yes,High School,48.9,53.1,50.6,47.2,45.3,49.02,D,Pass,40–55
STU0419,Female,15,7.4,72.6,8.8,No,Yes,Bachelor,60.7,66.5,57.7,56.0,52.5,58.68,C,Pass,55–70
STU0420,Male,16,5.1,80.3,7.6,No,No,PhD,48.5,41.0,37.3,27.2,55.5,41.9,D,Pass,40–55
STU0421,Female,17,9.1,90.9,7.6,No,No,High School,62.1,69.9,69.8,58.4,61.9,64.42,C,Pass,55–70
STU0422,Male,16,8.5,65.7,8.3,Yes,No,High School,49.5,43.4,45.4,51.2,52.8,48.46,D,Pass,40–55
STU0423,Female,19,4.5,79.6,6.6,No,Yes,High School,50.2,48.7,46.0,44.4,33.1,44.48,D,Pass,40–55
STU0424,Male,16,6.9,69.6,6.0,Yes,Yes,Bachelor,37.3,50.4,53.0,60.6,55.2,51.3,D,Pass,40–55
STU0425,Male,19,6.3,92.3,5.7,Yes,Yes,High School,45.1,57.1,39.5,45.1,54.3,48.22,D,Pass,40–55
STU0426,Male,19,7.7,59.7,4.6,Yes,Yes,Bachelor,45.7,43.1,49.5,43.9,45.5,45.54,D,Pass,40–55
STU0427,Male,16,3.1,71.3,9.5,No,Yes,PhD,43.6,18.7,30.4,28.5,18.4,27.92,F,Fail,Below 40
STU0428,Female,16,6.4,82.5,5.7,Yes,Yes,Bachelor,53.3,54.8,44.9,42.2,61.8,51.4,D,Pass,40–55
STU0429,Female,19,7.1,96.8,6.7,Yes,Yes,High School,49.8,38.9,67.0,54.0,47.7,51.48,D,Pass,40–55
STU0430,Male,17,1.5,77.2,6.7,No,Yes,Bachelor,26.6,26.2,24.5,36.8,24.4,27.7,F,Fail,Below 40
STU0431,Male,19,2.6,71.3,7.4,Yes,Yes,High School,27.0,40.4,26.3,21.4,34.8,29.98,F,Fail,Below 40
STU0432,Female,18,1.0,100.0,8.0,No,Yes,Master,28.3,35.7,34.5,38.3,24.4,32.24,F,Fail,Below 40
STU0433,Male,19,4.5,60.6,8.0,No,Yes,Bachelor,43.9,53.6,40.8,19.0,24.1,36.28,F,Fail,Below 40
STU0434,Female,17,6.4,51.6,6.3,Yes,Yes,High School,30.3,50.5,40.2,35.6,24.2,36.16,F,Fail,Below 40
STU0435,Female,18,8.0,83.3,6.8,No,Yes,Bachelor,69.9,51.1,65.2,53.7,62.8,60.54,C,Pass,55–70
STU0436,Female,15,5.1,72.0,7.3,Yes,Yes,Bachelor,48.8,42.4,45.9,58.9,37.8,46.76,D,Pass,40–55
STU0437,Female,15,8.3,65.7,6.7,No,Yes,Bachelor,61.5,52.3,37.5,50.0,76.2,55.5,C,Pass,55–70
STU0438,Male,17,2.2,86.5,8.9,No,Yes,High School,31.2,20.7,31.2,12.9,27.0,24.6,F,Fail,Below 40
STU0439,Female,19,1.6,80.9,7.6,No,Yes,Master,29.5,22.2,26.7,10.7,23.3,22.48,F,Fail,Below 40
STU0440,Male,16,4.9,71.2,7.9,No,Yes,Master,29.5,35.9,44.3,41.3,36.4,37.48,F,Fail,Below 40
STU0441,Male,17,5.8,62.6,7.8,Yes,Yes,Bachelor,37.7,23.5,23.5,48.0,43.8,35.3,F,Fail,Below 40
STU0442,Female,18,4.9,88.5,8.4,Yes,No,PhD,50.2,46.7,64.1,50.0,42.5,50.7,D,Pass,40–55
STU0443,Male,18,1.0,85.8,7.2,No,Yes,High School,40.1,27.5,33.5,31.4,34.6,33.42,F,Fail,Below 40
STU0444,Female,15,4.8,76.8,5.4,No,Yes,Bachelor,33.5,27.3,43.4,54.0,34.5,38.54,F,Fail,Below 40
STU0445,Female,18,2.4,100.0,7.5,No,Yes,Bachelor,36.6,43.2,47.8,34.2,28.5,38.06,F,Fail,Below 40
STU0446,Female,17,6.3,65.2,6.2,No,No,Bachelor,43.7,51.3,61.3,53.9,30.5,48.14,D,Pass,40–55
STU0447,Female,18,5.7,59.7,6.4,No,Yes,Bachelor,29.7,42.9,46.9,24.5,23.1,33.42,F,Fail,Below 40
STU0448,Male,17,3.1,69.7,7.7,No,Yes,High School,38.1,30.5,40.0,24.3,29.2,32.42,F,Fail,Below 40
STU0449,Male,16,4.0,77.5,8.5,Yes,Yes,High School,33.3,44.4,40.0,21.1,36.7,35.1,F,Fail,Below 40
STU0450,Female,15,2.9,80.9,7.0,No,No,High School,34.2,41.9,34.8,33.1,30.8,34.96,F,Fail,Below 40
STU0451,Male,18,4.9,75.1,7.4,No,Yes,High School,38.4,44.8,38.7,41.6,52.0,43.1,D,Pass,40–55
STU0452,Female,17,6.9,82.2,9.0,Yes,Yes,Bachelor,46.0,44.9,46.5,53.4,62.1,50.58,D,Pass,40–55
STU0453,Female,19,3.0,63.0,7.3,No,Yes,High School,31.0,33.5,26.2,31.6,28.3,30.12,F,Fail,Below 40
STU0454,Female,15,6.0,95.3,10.0,No,Yes,High School,50.9,63.4,43.2,43.4,38.3,47.84,D,Pass,40–55
STU0455,Male,16,3.9,77.0,7.7,No,Yes,Bachelor,35.9,33.5,38.3,37.0,34.3,35.8,F,Fail,Below 40
STU0456,Male,17,3.4,91.4,4.9,Yes,Yes,Bachelor,35.3,60.0,29.3,26.1,36.3,37.4,F,Fail,Below 40
STU0457,Male,16,4.8,82.1,7.9,Yes,Yes,Master,46.3,39.0,45.1,57.4,38.5,45.26,D,Pass,40–55
STU0458,Male,16,2.9,83.5,7.5,No,Yes,Bachelor,50.0,37.1,36.5,33.7,31.2,37.7,F,Fail,Below 40
STU0459,Female,18,3.9,84.8,8.5,No,Yes,High School,42.1,35.0,42.1,36.1,35.8,38.22,F,Fail,Below 40
STU0460,Male,18,2.6,83.4,7.8,Yes,No,Master,43.4,37.4,31.8,51.3,32.3,39.24,F,Fail,Below 40
STU0461,Male,17,8.9,85.7,6.8,Yes,Yes,Bachelor,50.3,45.8,83.0,49.0,56.3,56.88,C,Pass,55–70
STU0462,Male,19,5.1,93.9,5.5,No,Yes,High School,49.7,43.6,58.0,37.2,50.1,47.72,D,Pass,40–55
STU0463,Female,17,3.6,80.4,6.7,Yes,Yes,Bachelor,29.7,28.7,29.8,27.5,41.4,31.42,F,Fail,Below 40
STU0464,Female,19,5.4,86.5,6.0,No,Yes,Master,35.8,48.9,49.3,47.0,40.4,44.28,D,Pass,40–55
STU0465,Male,16,4.8,76.9,6.3,No,Yes,High School,36.3,51.1,37.9,46.5,52.3,44.82,D,Pass,40–55
STU0466,Male,15,4.6,95.3,7.7,Yes,Yes,High School,56.4,52.6,39.7,54.2,39.0,48.38,D,Pass,40–55
STU0467,Male,17,6.2,69.9,9.0,No,Yes,High School,53.5,24.5,36.5,71.6,32.9,43.8,D,Pass,40–55
STU0468,Male,17,6.5,99.6,7.5,Yes,Yes,High School,57.9,74.3,59.0,33.4,59.0,56.72,C,Pass,55–70
STU0469,Female,19,3.9,77.5,5.6,Yes,Yes,Bachelor,26.7,41.7,34.2,45.1,32.5,36.04,F,Fail,Below 40
STU0470,Female,16,3.8,60.8,7.5,No,Yes,Bachelor,32.1,26.7,40.4,28.1,36.2,32.7,F,Fail,Below 40
STU0471,Male,16,4.4,79.5,8.4,No,Yes,High School,44.1,43.1,48.6,35.8,22.4,38.8,F,Fail,Below 40
STU0472,Male,19,1.0,69.8,6.3,No,No,Master,26.4,26.5,34.6,18.8,36.1,28.48,F,Fail,Below 40
STU0473,Female,16,2.0,88.1,6.8,No,Yes,Bachelor,19.6,28.3,28.3,25.2,39.7,28.22,F,Fail,Below 40
STU0474,Male,18,7.7,70.2,7.0,Yes,No,Bachelor,44.9,53.8,55.3,68.8,40.0,52.56,D,Pass,40–55
STU0475,Female,15,8.3,72.6,6.1,Yes,Yes,Master,54.4,49.5,59.4,63.4,43.1,53.96,D,Pass,40–55
STU0476,Male,17,4.5,55.3,7.8,Yes,No,High School,38.9,31.0,31.3,34.8,48.0,36.8,F,Fail,Below 40
STU0477,Female,15,6.2,72.6,6.9,Yes,Yes,Bachelor,28.8,40.2,41.0,59.9,40.5,42.08,D,Pass,40–55
STU0478,Male,17,5.6,48.9,7.5,Yes,Yes,Bachelor,35.9,24.3,48.4,22.0,30.5,32.22,F,Fail,Below 40
STU0479,Female,18,11.2,59.0,5.9,Yes,Yes,Master,63.5,63.6,63.9,49.0,44.2,56.84,C,Pass,55–70
STU0480,Female,16,7.2,87.1,6.5,No,Yes,Bachelor,61.9,60.4,59.5,33.3,52.3,53.48,D,Pass,40–55
STU0481,Male,19,4.7,87.4,7.9,No,Yes,High School,50.7,49.8,39.5,38.2,43.4,44.32,D,Pass,40–55
STU0482,Male,18,3.1,83.1,6.6,No,Yes,Master,41.9,44.7,28.8,38.9,43.0,39.46,F,Fail,Below 40
STU0483,Male,15,1.8,66.4,9.1,No,Yes,High School,20.7,30.0,23.1,28.1,15.9,23.56,F,Fail,Below 40
STU0484,Male,19,5.4,77.4,6.5,Yes,Yes,Master,29.6,40.1,44.0,46.3,32.7,38.54,F,Fail,Below 40
STU0485,Male,16,3.5,78.0,7.3,Yes,Yes,PhD,34.2,44.9,29.9,23.2,40.9,34.62,F,Fail,Below 40
STU0486,Male,18,2.2,64.1,8.1,No,Yes,High School,35.9,15.6,27.8,35.9,35.9,30.22,F,Fail,Below 40
STU0487,Female,19,3.7,96.0,5.3,No,Yes,Bachelor,54.8,35.5,31.8,46.0,31.1,39.84,F,Fail,Below 40
STU0488,Male,18,2.8,88.5,4.9,Yes,Yes,No Education,43.6,29.2,30.1,45.2,46.6,38.94,F,Fail,Below 40
STU0489,Male,18,8.4,75.3,5.2,No,Yes,Bachelor,59.5,65.8,60.8,37.2,56.4,55.94,C,Pass,55–70
STU0490,Female,16,6.8,78.3,8.5,No,Yes,Bachelor,53.6,59.0,54.8,53.7,59.3,56.08,C,Pass,55–70
STU0491,Male,17,5.0,80.5,6.3,No,Yes,Bachelor,39.6,48.5,41.3,32.2,43.5,41.02,D,Pass,40–55
STU0492,Female,19,8.0,53.5,10.0,Yes,Yes,Master,46.8,57.5,40.8,43.9,27.7,43.34,D,Pass,40–55
STU0493,Male,16,5.2,75.0,6.3,No,Yes,Bachelor,56.5,35.2,35.9,48.5,41.9,43.6,D,Pass,40–55
STU0494,Female,18,3.3,69.8,7.2,No,Yes,Bachelor,26.5,37.2,31.4,35.0,42.5,34.52,F,Fail,Below 40
STU0495,Female,16,8.0,66.0,8.9,No,Yes,Master,64.9,50.9,56.5,43.5,44.8,52.12,D,Pass,40–55
STU0496,Female,17,6.1,74.6,9.4,No,Yes,PhD,44.1,54.3,53.2,46.8,43.6,48.4,D,Pass,40–55
STU0497,Female,19,2.9,99.6,9.5,No,Yes,No Education,52.2,40.5,38.1,26.3,40.2,39.46,F,Fail,Below 40
STU0498,Male,17,4.6,85.7,8.5,No,Yes,PhD,32.9,40.7,36.1,55.7,21.0,37.28,F,Fail,Below 40
STU0499,Female,15,3.2,71.1,8.2,Yes,Yes,High School,39.0,39.2,36.2,32.3,47.7,38.88,F,Fail,Below 40
STU0500,Male,19,2.2,84.9,7.7,No,Yes,Master,28.5,42.3,28.6,45.6,27.2,34.44,F,Fail,Below 40
